LABEL	preprocessing_C
AGAINST	Bon dia 8 de març una data on sempre els amants de la meteo recordem la gran nevada que vam tenir a Barcelona i quasi a tota Catalunya efemeride Així estaven carrers del guinardo meteo 324eltemps 
FAVOR	solelamich Jordi7455 I tant Marc la política i la República o la fem nosaltres al carrer o ja tenim clar que no la farà ningú per nosaltresel poble ens organitzarem sens dubte FemXarxa OrganitzemRepública
FAVOR	naciopolitica naciodigital Caldria recordar als testimonis que estan sota jurament JudiciFarsa JoAcuso 
FAVOR	Aclaridora càmera lenta de lestranya agressió independentista dahir Agressors i agredit caminen junts Just abans lagredit de vermell agredeix 2 persones Què va passar exactament No sé si ho arribarem a saber 
AGAINST	xriusenoticies que diu aquet noi molt simpatic  Esta nervios en Jair  
NEUTRAL	Ha manifestat que des del consistori estan expectants perquè sha de traduir en negociacions per perfilar detalls 
NEUTRAL	Acte de commemoració dels 30 anys del CNDC Consell Nacional de les Dones de Catalunya amb la presència de EugeniaBretones i Nelly Palacios de la comissió ColpisGenere Felicitats icdones❗️ sororitat dretsdelesdones 
AGAINST	❌Diu Ada Colau que el comerç de proximitat és molt important però la realitat és que dóna suport al top manta BCN Barcelona VallsBCN2019 esmorzarscomerç 
AGAINST	SenyorRequena goslum emparmoliner Amb lemapie foto Dona amb adn inferior puja al bus dels de raça pura i seu amb total impunitat es auquesta donaamb dni XXX i viu aquiXXXX Podria ser tambe
AGAINST	Manelindi El JoanTarda ja triga a anarse a la merda
AGAINST	RT Independentis11 Rivera dimissio immediata RT si hi estas d´acord i si no es que ets de Ciudadanus 🤣🤣🤣🤣🤣🤣🤣🤣🤣
FAVOR	Arribada a la meta els corredors de la VueltaCiclista2018 al seu pas per Lleida amb pancartes estelades i llaços grocs al crit de Llibertatpresospolítics 
FAVOR	RT terratremol66 Puigdemont acusa Tajani daplicar una llei mordassa al Parlament Europeu 
FAVOR	RT blanc1707c laxarxaxanante1 En el futur els presos polítics seran exemple de la defensa de la llibertat en tot el món
FAVOR	RT MarcSabadell Pot ser hem de començar a plantejarnos votar a partitpirata 👇👇 
AGAINST	I Busquets I Iniesta I Jordi Alba 
NEUTRAL	bombersman Ni fu ni fa podemos Quina por de partit polític 😂😂😂
AGAINST	QuimTorraiPla JuntsXCat Et saps algun altre número que no sigui el 80 O tens algun fetitxisme amb ell O feixisme LaRepublicaNoExisteIdiota Escolta a LaSilenciosaCat
NEUTRAL	Els mercats municipals som el tercer servei més ben valorat per la ciutadania I tu ja véns a comprar al mercat  
NEUTRAL	Llegeixo a El País que alguns jutges del Suprem proposen crear un nou tipus penal de forma exprés ara que veuen que la rebelió no saguanta per enlloc És tan evident que el judici només és una venjança contra els artífex de l1O que fa vergonya i tot
AGAINST	FrancescMoreno GinesLopezF Lescola catalana produeix parlants competents en català i en castellà I cada vegada més en anglès No hi ha parlants perfectes Les varietats dialectals els accents i els préstecs entre llengües són la normalitat lingüística A favor del plurilingüisme
AGAINST	Parla AdaColau a l AssembleaCCOO La idea sempre ha estat avançar en la conquesta de drets i ara veiem q ens hem dajuntar per no retrocedir Hem de mirar la realitat de cara i estar a lalçada AmbTuTenimLaForça OfensivaCCOO 
AGAINST	Els que porten mesos autoproclamantse models de virtut humanitat i empatia bramant contra Montserrat del Toro o enfotentsen pel seu testimoni sobre els moments dangoixa que va viure el 20S
FAVOR	miqueliceta Saps el projecte pressupuestari q podrem fer cada any amb 16000 milions més Crec q el tema números no és del teu domini RepúblicaCatalana 
AGAINST	Ja tenim un altre oprimidet Eixamplantlabaseindependentista 
FAVOR	▶️ No hi ha major tirania que aquella que es perpetra sota lescut de la llei en nom de la justícia  CharlesLouis de Secondat  Avui 20S es compleix un any de la mobilització per la que sacusa de sedició a Jordi Sánchez i Jordi Cuixart assemblea omnium Catalunya 
AGAINST	🎥Avui Nmartinblanco ha comentat lactualitat política des de la seu de Barcelona 📱Tho expliquem ActualidadCs 
FAVOR	JoanTarda meritxellbatet Som duna mena de manera que si som tres fundem quatre partits polítics Els comentaris al Joan em semblen poc asserenats Estem tots al mateix costat i un referèndum amb un Sí i un No dóna veu al país sencer Que ja sen va fer un En cal un altre acceptat pel conjunt del món
FAVOR	lopezbofill O fem una vaga general indefinida O votem de forma massiva el partit O grup de partits independentistes que molesti a Les votacions del Congreso  No votar és regalar el vot als partits majoritaris 
FAVOR	PereBallonga Voldrien per aixó ens desprogramen per TV3 i envien la BRIMO peró som toçuts i anirem fins el final NoSurrenderCat
FAVOR	quimforn No discuteixo lautoritat del TC però està compost per membres nomenats pels partits polítics que segueixen consignes daquests partits via naciopolitica
AGAINST	Si tot és una gran mentida  denuncieu als testimonis Estan obligats a no mentir O potser és que saps que diuen la veritat i per això només els difames al teu pamflet 
FAVOR	EN DIRECTE Forn assegura que no es va fer cap reunió específica pels requeriments del TC Crèiem que hi havia una base legal per organitzar un referèndum que no és cap delicte afirma 
NEUTRAL	Vall dHebron lidera la primera guia internacional de vacunació del papil·loma en població de risc 
NEUTRAL	EspejoSaavedra va a Madrid amb Arrimadas i Carrizosa segueix al Parlament 
AGAINST	jmbmgc pilarcarracelas El lliri millor al cul que a la ma Posar laltra galta serà molt catòlic però és dimbècils
FAVOR	La Caixa dirigida per lOpus Dei caixabank prefereix vendre elperiodico al feixisme del grup Z  A3 perdent dinersABANS que a la catalana GrupoMEDIAPRO Ja sabeu que heu de fer 
AGAINST	ANCMossos El convida 3 cops a passar amb la resta desallotjar lautopista Què haguéssis fet tu si set possen xulo ets antifisturbi Per cert la policia política sou els que heu embrutat el nom del cos vosaltres sols no cal que culpis a un company dels actes dalguns
AGAINST	RT CDRxavimastrat josepalay indults condemnats la sentència ja està escrita
FAVOR	Acaba la vista per avui però no les violacions de drets fonamentals Recordem que després de ser acusats amb males maneres per fiscalia i advocats de lestat en el judici polític del Suprem els presos tornen a dormir entre reixes a Soto del Real ThisIsTheRealSpain
FAVOR	elnacionalcat Insolit LEurocambra veta Puigdemont i Torra però permet a Vox anar a parlar sobre el golpe de estado dels catalans Això és inaceptable
FAVOR	RT Tonia58907603 Un cop més hem sortit al carrer per demostrar que no ens rendirem NoSurrenderCAT
AGAINST	Al seu pregó Sabina ha criticat quimtorra Puigdemont i Artadi Aquesta opinadora orgànica evidentment fa veure que ha criticat tots els catalans I així tot 
NEUTRAL	Diversas denuncias unidades de investigación de Cervera Lleida Granollers y Sant Boi de Llobregat Barcelona Coches Catalunya estafa 
NEUTRAL	CarlesEscolan eballester el final de la primera columna es insuperable
FAVOR	RT herodot10 Qui confon democràcia amb llei obre les portes del totalitarisme Hannah Arendt
FAVOR	En un país normal de justícia independent aquest mentider seria encausat per delicte dodi a lEspanya de Lamelas i Llarenas el feixisme i lodi a Catalunya és mèrit de carrera judicial Aquest pocavergonya és President del PP malgrat mentir currículums 
AGAINST	Una cosa sóc la única que odia a la gent de barna En general el tato mou el cul fora de la ciutat pq claro el teu poble està molt lluny vine tu I ET PENSES Q TARDO MENYS FENT EL TRAJECTE INVERTIT PQ LA GENT DE FORA DE BARNA TENIM UNA TARGETA VIP O Q PIXAPÍ DE MERDA mua
AGAINST	Aquest senyor ha vulnerat els meus drets civils al tractarme com si fos una colona a la meva terra 
AGAINST	RT PPCatalunya 🎥 AlejandroTGN defiende la Monarquía en el Parlament de Cataluña VERDE 
AGAINST	Vivim amb esperança lenfortiment del moviment feminista Les dones no retrocedirem ni un milímetre assolit i exigim governs que donin resposta als greus problemes que patim La igualtat és el motor de la llibertat i de la democràcia Parlament LaEspañaQueQuieresEsFeministra 
FAVOR	RT 324cat Campanya de suport a Cuixart Ser soci dÒmnium no és delicte  JudiciTV3CatRadio 
NEUTRAL	JaumeAlonsoCuev La Vanguardia i The NotaEl Periódico són les coses més nefastes de la història del nostre país Espero que Mediapro compri aviat EP i tinguem un diari seriós i mínimament democràtic i respectuós amb el nostre poble Si ho fan amb el temps els hi donarem confiança
AGAINST	DBubus Es veritat no hi ha dubte daltra banda son uns traïdors també sha de dir
FAVOR	blauvent HiginiaRoig Pq li han preguntat si havia estat mai processat x ser independentista no quantes vegades havia rebut cops de porra
AGAINST	Julieta859 MAseret MNAnoticies Però només els que tinguin penis eh que són els malotes
AGAINST	RT muntanejosep TotsASantJaume OmplimSantJaume29s RepúblicaÉsLlibertat TothomASantJaume tardorcalenta FemXarxa 
AGAINST	No comparteixo part del discurs polític de Xavier Domènech però lamento la seva marxa de la política Agradarà més o menys però en els temps en què estem la gent com ell que no predica lodi que va votar el 1O i que assisteix a manifestacions pels presos són necessàries
NEUTRAL	vaga 8deMarç 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a Mataró 8MCadaDia EnsPlantem 8M2019⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠ ccoocatalunya DonesCCOOCat deixant constància de les reivindicacions de les dones 
NEUTRAL	Què fas dimecres al vespre Nosaltres et convidem a la presentació de Cerveza para Dummies d aitor8a a la Fàbrica Moritz Barcelona Vine aprén més coses sobre la cervesa i assaboreix la Moritz Fresca Entrada gratuïta fins a completar aforament 
FAVOR	Avui el col·laboracionista jcoscu sha tornat a lluïr Cap tuit de suport al seu excompany dICV raulromeva que ha declarat al Suprem i en canvi ha aconseguit com a bon dictador q és fotre fora del grup parlamentari dels NOESPOT a la diputada sobiranista Elisendalamany
FAVOR	Espanya sha posicionat com un estat criminal a nivell internacional Christophe Marchand advocat de lequip de Puigdemont FAQSbacallàTV3 ▶  
AGAINST	A lamira ens agrada canviar els punts de vista així que vaig retratar al cap de fotografia en jordiborras No menteix quan parla de pintar amb llumsempre que capta els moments o tajuda a captarlos lluita amb ella fins que troba allò que buscava Periodisme també és això 
AGAINST	Una noia de 18 anys agredida sexualment per sis nois en una nau abandonada Ahir a la nit I és tristament el nostre dia a dia Tota venjança queda curta
AGAINST	Moltes persones creuen que el coneixement està renyit amb el romanticisme i opino que és ben bé al revés
AGAINST	La MarcaEspaña exporta el seu model de debat a tot arreu Sr Borrell se li gira feina spainisnotademocratstate 
FAVOR	El plan perfecte per la Diada Anar a lhomenatge de Salvador Allende de Badalona AllendeBadalona i després a Barcelona amb FemLaRepublicaCatalana assemblea Passant pel dinar de PobleLliure i LaForjaJovent al Passeig del Born OrganitzemRepública 
AGAINST	Cap sorpresa amb Ada Colau Els dirigents de Podemos Eivissa tho diuen en privat  fan i faran servir solament el castellà perquè així arriben a més gent  Respecte i promoció de la nostra llengua Cap Bilingüisme per ells  100  espanyol AixíNo
NEUTRAL	Demà sacaba aquesta enquesta seguir votant siusplau‼️✨ 
FAVOR	RT yeyaboya Amb 1OTV3 gravat a cops de porra a la memòria per sempre més aquell dia vam marxar Impossible tornar enrere
AGAINST	Advocats europeus indignats pels atacs i amenaces a Gonzalo Boye i als advocats belgues Paul Bekaert Michèle Hirsch Christophe Marchand 
FAVOR	Turull al Suprem És una ganga ser constitucionalista 
AGAINST	☕ No et perdis el pròxim divendres el nostre caféciudadano amb TeresaFreixes ✍️ Proceso al procés 🗓️ 15 de febrer ⏰ 1830h 📍Seu de CiutadansBCN Balmes 191 🙋Thi esperem 
FAVOR	A Espanya EmpresonenElDebat Fa un any que la ForcadellCarme va permetre un debat parlamentari sobre les lleis de transitorietat jurídica i referèndum Porta 167 dies a presó per aquest motiu Per alliberar la Carme 🗳LaNostraSentència és la independència 
AGAINST	SergiAmatGiro Doncs el rabo que els hi ha fotut avui a Junqueras i Forn ha estat descàndol Imaginat si arriben a posarne un de bo
AGAINST	rodriplaza EscolaLlotja practiquem CCOOpublica vparra33 lfilella Som un sindicat de classe lluitador i que mai abaixem el cap FetsNoParaules potser per això docentsenlluita reconeix la nostra tasca i VotaCCOO EnsPlantem
FAVOR	XavierSolerT KRLS EsquerraERC autoconvocat Doncs no triguem que es donin compta els de ERC que ha estem fins els collonsovaris de la seva cobardía o desobeim o eleccions prou ja OmplimStJaume NoATot Autoconvocat PuigdemontPresident
AGAINST	Denunciem organitzemnos actuem DonesCCOOCat ccoocatalunya Vaga8M 8MCadaDia EnsPlantem El feminisme del treball 
FAVOR	Només cal romandre amorosament i orgànicament lligat al poble Acostumarse a obtenir la força política mitjançant el voler del poble de les dones i homes de carn i os de la seva feina i de les seves il·lusions dels seus barris i comarques de les seves cooperatives entitats
AGAINST	RT rac1 📌valtonyc PuigGordi i una urna de l1O alguns dels convidats a la Diada2018 de KRLS DiadaRAC1 
NEUTRAL	RT AgustiEngroguit CaptAchab DolorsBoatella Ho dius pel guió del documental dahir
FAVOR	RT annasaliente El feixisme intenta avançar amb el suport de lHotelAlimaraBcn El feixisme es combat al carrer 👇 
FAVOR	Talamanca1714 roca1955 Però la independència lhaurem daconseguir daltra manera no sé quina però amb el judici no laconseguirem
FAVOR	Així sí el feixisme no podrà tenir cabuda a la República Catalana 
