LABEL	preprocessing_C
FAVOR	RT albertcuesta LHC quimforn li diu a la cara a lindividu de les punyetes que és un peliculero  JudiciProcés
FAVOR	Els culs llogats que treballen dins dels partits indepes molt especialment les direccions dERC i PdCat i que són gent sense ofici fora de la política i per tant condemnats a viuren della per sempre més Han decidit Obro fil
FAVOR	RT VilaWeb Boye i Puigdemont desmunten latac de la fiscalia contra SlesvigHolstein 
AGAINST	Demà anirem bojos però organitzats ho aconseguirem  
AGAINST	El fenòmen AdaColau és miraculós Se´n va a salvameoficial i resulta q és bisexual Deixa la política XavierDomenechs i ella també s´ho planteja Esclaten els màsters i assegura q a ella li van oferir i va dir q no Q no parli sorluciacaram o dirà q va tenir vocació de monja
AGAINST	Hi ha una campanya brutal dels processistes a Twitter per desacreditar i anul·lar els grans comptes dusuaris independentistes Això voleu Una República on els que no pensen com vosaltres siguin discriminats i apartats Dieu dels feixistes però vosaltres sou iguals o pitjors
FAVOR	Canviem els nostres lemes i adoptem moral de victòria  Ni un pas enrere gt Sempre endavant  No esteu sols gt Estem amb vosaltres  No tenim por gt Guanyarem  Llibertat gt Independència Sentim tristor i ràbia però cada dia tenim més clar que el camí és la República Catalana
AGAINST	jorditurull tornergran Si Pots fer servir el teu dret de respondre a les preguntes dels advocats i fiscals de la sala per argumentar la teva inocència per fer un mitin com cal Total els anys de comdemna si et sentencien com culpable son teus  Només teus
FAVOR	Amb elsaartadi avui acompanyem els consellers legítims jorditurull raulromeva i joseprull al TS Saben que aquest és un judici polític però estan determinats a explicarse i a demostrar que no hi va haver delicte sinó només urnes i democràcia JudiciALesUrnes FreeTothom 
NONE	José Antonio Nieto exsecretari dEstat de Seguretat Lús de la força va ser el mínim imprescindible Si haguéssim prioritzat leficàcia dels operatius la violència hauria estat molt superior i leficàcia del 100  JudiciTV3CatRàdio 
FAVOR	RT DiariVapor El sindicalisme independentista guanya les eleccions sindicals a la Generalitat  
FAVOR	Escolta solertoni que només escoltes als del 155 i al teu superior Vicent Sanchís i ja tens prou edat i poder a tv3cat per plantarli cara A mi aquí mhi falta el gran tonialba  Fes RT si a tu també ToniSolerDimissió 
FAVOR	BREU ANÀLISI DURGÈNCIA La defensa de eyndePenal ha estat formidable Una defensa estrictament política per oferir al món el relat de la dignitat del poble català i el seu dret a lautodeterminació La sentència està dictada i una defensa tècnica hagués estat humiliant GRÀCIES
NONE	Els consellers Artadi Bosch i Calvet segueixen aquest matí el judici del Suprem des de la sala de vistes JudiciTV3CatRàdio  
AGAINST	GrasGene Exactament això la gent es deixa portar per lemoció
FAVOR	Vist a Perpinyà en cartells del festival de fotoperiodisme Visa Pour lImage La direcció del festival no ha volgut exposar fotos sobre el procés independentista a Catalunya per això el moviment catalanista de Cat Nord ha organitzat diferents exposicions per tractar el tema 
AGAINST	neusmunte admet al JudiciProcés que va deixar el govern perquè li feien respecte les responsabilitats penals de l1O Lexportaveu del Govern assenyala que estava desbordada de feina i no estava bé anímicament 
FAVOR	RT sebastiacros Dec ser jo però no veig el Fairy per enlloc MilloMentider JudiciDeLaVergonya 
FAVOR	RT salvadorcardus La democràcia també està sota judici a Espanya  diu el Washington Post 
FAVOR	Davant levidència que lindependentisme es convertia en una opció majoritària es va decidir tancar el pas a qualsevol debat quan no hauria de ser competència del TC  ha afegit Junqueras JudiciProcés 
AGAINST	B R U T A L Dolça Catalunya alcanza las 100000000 visitas  vía DolcaCatalunya
FAVOR	⚠️ UN MILER DE ROURENCS VIATGEN A MADRID I ES GRADUEN EN 30 SEGONS MeLosQuitanDeLasManos MastersGame SantEsteveDeLesRoures Catalonia Catalunya cdr Sedr més324 TicTacCasado TicTacRivera 
NONE	RT linformatiutve MOSSO  El mosso desquadra que li va dir idiota a un manifestant sha acollit al dret a no declarar  mossos 
NONE	🔊 Ladvocat August Gil Matamala al maticatradio Les preguntes a Turull no tenen a veure ni remotament amb el delicte de rebel·lió del qual se lacusa JudiciTV3CatRàdio 
FAVOR	La única manera de posar a Catalunya dins del SXXI és tenin totes les competències i la financiació pq sigui una realitat Aquesta realitat no serà possible si no tenim la independència Encara no la tenim no vol dir que no poguem començar a treballar  
FAVOR	LLIBERTATS  Ángel Gozalo cap de la Guàrdia Civil a Catalunya l1Oct va condecorar els exveterans de la División Azul de lexèrcit nazi  Ho explica albertmartnez 
NONE	Diego Pérez de los Cobos El pla del major Trapero era més adequat per cobrir unes eleccions normals que no pas per prohibir un referèndum il·legal  JudiciTV3CatRàdio 
AGAINST	RT FundacioBofill Francesc Colomé No pot ser que lESO sigui un tall tan definitiu per als nostres alumnes PerQueApostem
AGAINST	Si penses dius i fas com el partit X què fas militant en el partit Y de Maragall a Romeva o ara Alamany marxen de PSCICVComuns criticant la incoherencia quan son ells qui sen van a un partit indepe Te gracia Els ve de nou q aquells partits no ho eren que esperaven 13
FAVOR	Avui mha semblat un bon dia en el judici de la vergonya però jo espero cada dia la declaració den Jordi Cuixart Crec que hi haurà un abans i un després diguem optimista ThisIsTheRealSpain JoAcuso AutodeterminacióNoÉsDelicte MakeaMove LlibertatPresosPolitics
NONE	Diego Pérez de los Cobos La interlocutòria deia que si els centres estaven oberts ocupats per a altres activitats el que no podia ferse era prepararhi el referèndum  JudiciTV3CatRàdio 
FAVOR	González Pons PP demana detenir Puigdemont si entra al Parlament Europeu via elnacionalcat  PSICOPATA INDECENT
NONE	Avui dijous comença la mWeekMWC una setmana per aprofundir en la nostra relació amb la tecnologia amb més de 130 activitats repartides per 60 espais mWeekBcn19 Més info  
FAVOR	El procés de l1O És una farsa judicial que no saguanta per enlloc Un judici a la democràcia la sobirania i la legitimitat del poble de Catalunya 📌  Aquí podeu veure lentrevista sencera al diariARA 📺 
AGAINST	El día violeta Joana Bonet lavanguardia 
FAVOR	DianaRibaGiner Marchena vol un judici ràpid i àgil Però ja hem vist q és un judici lligat a la política ens podem trobar que laccelerin i que caiguin més testimonis i proves vulnerant encara més el dret a defensa o q laturin per les eleccions Més324 JudiciTV3CatRàdio 
AGAINST	Molt dacord laiapineda La construcció collectiva de la ciutat ha de comptar amb un dels grups socials que la viuen Guanyem molt amb la seva creativitat JociCiutat 
FAVOR	⚖️  JudiciALesUrnes  🎥 conseller joseprull Hi havia un mandat democràtic clar per part de la ciutadania de Catalunya i nosaltres vam complir amb aquell mandat democràtic Vam buscar lequilibri entre limperi de la llei i el principi democràtic FreeTothom🎗 
NONE	El Parapet de les executades i executats 19391952 de Francesc Abad sinaugura el 24 de febrer a la plaça del Fòrum amb una festa ciutadana en què hi participen Andrea Motis Sabor de Gràcia i Brodas Bros  info 👇📺 
FAVOR	Encara no us heu registrat al   Aquest registre no és una perfomance més és una eina molt necessària AutodeterminacióNoÉsDelicte JudiciFarsa Per a qui tingui dubtes que faci una ullada a les explicacions daquest article  
NONE	La declaració dindependència del 27 doctubre és un dels grans punts de debat del judici del procés Va tenir efectes jurídics  
FAVOR	Nou article Lluites presos dignitat respecteversus toxicitat primària i destructiva No ens deixem arrossegar pel pensament tòxic Respecte perspectiva i compromís 
FAVOR	RT TotBcn Una candidatura independentista revoluciona les eleccions a la Cambra de Comerç assemblea CCatalaNegocis 
FAVOR	Segons Pérez de los Cobos les muralles de votants estaven organitzades i dirigides jeràrquicament alguns amb la cara tapada i agredint a la PN i la GC tal com es veu vídeo Mentiders JudiciFarsa 
NONE	Si algú pensava que després dun any i 4 mesos de presó el trobarien afeblit penedit o espantat ja han vist que no  apunta Aragonès sobre la declaració de Junqueras JudiciTV3CatRàdio 
FAVOR	RT fusterguillem A Kontra Korrent canteu ben alt  LaNostraSentència  Independència Amb música també OrganitzemRepública 
AGAINST	RT Francis42448047 VÍDEO Crits dindependència i xiulada massiva a Ballesteros durant la diada de Santa Tecla 
NONE	RT RMGBCN IMPORTANT D aquí 100 anys qui tindrà una estatua al mig de Plaça Catalunya  FES RT I DEIXA COMENTARI
AGAINST	AnnaParanoid JordiGraupera Soc gay ruca i treballo al Raval on gentussa com tu ha fet que els meus alumnes odiïn una llengua tan maca com la de la meva mara Si ets la de la foto et felicito per ser tant bonica Després dentran al teu blog 🤮 i veient el nivell de la teva 2a piulada sento no està inter
AGAINST	En estas elecciones qué va a prometer Convergència La vuelta de Puigdemont Una DUI simbòlica Un farol Una independència en 18 meses Un referèndum Un full de ruta O un pacte fiscal
FAVOR	A lescenari 2 ple de gom a gom JordiGraupera presenta el seu llibre Una proposta per Barcelona i reivindica un diàleg en llibertat i sense repressions LaSetmana18 
AGAINST	A la República no necessitarem de jutges i fiscals perquè la culpabilitat o innocència dels acusats serà determinada per futbolistes mossens i folklòrics prorègim
AGAINST	QuimTorraiPla PalmiraTercera Si us fixeula frase en questiócom totes les que son pronunciades pels polítics en campanyano te cap sentit ni significat Lindependentisme es la qualitat dels independentistes  i personificar en ell es retòric Es com dir la paret es dolenta per que no la puc travessar
NONE	Rampoina Tothom va amb mitjons i sandàlies DetectiuConan3XL
FAVOR	Polítics ferms i coherents com Carles Riera és el que ens cal Els mossos sé lenduen arrastrant Vergonya de la nostra policia i em sap molt greu dirho del nostre govern que ens crida a estar al carrer i ell mateix ens hi fa fora 
FAVOR	RT vpartal El jutge del cas Valtònyc es queixa que no es puguin il·legalitzar els partits independentistes Ai senyor 
AGAINST	RT elmatidigital Catalans darreu per la República per Rosario Palomino rosariopalomi71  
AGAINST	JLluís Espinós Caldria haverhi un curs extra de formació orientadora per aquests alumnes que acabada lESO no tenen clar cap a on volen enfocar els seus estudis postobligatoris Un cop acabat que poguessin passar al 2n curs dFP o de Batxillerat PerQueApostem
AGAINST	miqueliceta elconfidencial Quin problema miqueliceta  els neo falangistes no volen saber rés dels neo ni se sap
AGAINST	També està publicada al BOE la presó provisional i la destitució de Puigdemont I vosaltres ni cas 
AGAINST	Quina mandra us creieu que tots som idiotes com volsatres o que vosaltres no feu res al Parlament de Catalunya tenin majoria imaginat al Parlament Espayol on porteu mes de un any sense fer res per lindependencia mes bé fent el contrari volsatres sou ja un 155 traïdors 
FAVOR	Daquí no res comença la segona setmana del JudiciProcés Quines van ser però les claus de la primera Ho analitzem amb isaelbal 
AGAINST	Ganes de plorar veient a junqueras despres de 1any i mig de presó Molta força
FAVOR	RT Dumacbcn Es demà quan declara Chordi Quisar judicifarsa
NONE	José Antonio Nieto exsecretari dEstat de Seguretat Es van desplaçar prop de 6000 agents a Catalunya Jo proposo aquest operatiu  JudiciTV3CatRàdio 
AGAINST	TroyanaLa RosaMCampamCorb mabelsa2000 Es que la tinta mancha mejor así la gilipuá 
FAVOR	Comença el judici HashtagsxRep i DivendresXRep amb lajut duns quants voluntaris intentem coordinar la massa independentista per contrarestar les fake news de lEstat i ajudar les mobilitzacions Apuntat via Telegram 
FAVOR	Suposo que amb la farsa dels judicis destat hispànic ara i durant els propers dies els atacs a les contes dindepes a Twitter sigui una constant i es multiplicaran per fernos callar devant daquest despropòsit antidemocràtic Doncs ho porten clar LlibertatPresosPolítics 
NONE	🔴El judici del procés en directe Es reprèn el judici del procés amb les declaracions de Jose Antonio Nieto Enric Millo Juan Antonio Puigserver i Roger Torrent JudiciTV3CatRàdio  
FAVOR	Esquitx17 CarmeTorrelles gallifantes Espellibertat xirucaganxona QuixotCatala ABalagu Montsinova lluisllach AviaMaria apufffffffff ramirp VogelfreiCAT MnicaRebullCome EnigmaheartTrue Sertemus skidipawnee cnrr54 nuriajomba gemquim lopalangana JoAcuso JudiciFARSA ThisIsTheRealSpain ABalagu MargaCDR nuriajomba naxoxan genovevasousa MnicaRebullCome BadiaSerra7 manguelita EvamolloNov RoserRoses euroeuropa skidipawnee alberich09 Teresacolominas I tots més que em falten sou tots genials 
NONE	RT CarlesHeredia Per cert a lAlt Camp som més ecològics no necessitem malgastar Fairy 
AGAINST	RT AresCases El Punt Avui ha publicat aquesta rectificació fa mitja hora Hores després El tuit inicial segueix allà 
AGAINST	Ens hem marcat lobjectiu de desterrar el patriarcat del Parlament i que la perspectiva de gènere sigui transversal a totes les funcions i actuacions de la cambra Un pla digualtat per al Parlament de Catalunya article a elperiodico 
AGAINST	RT premsahistoria Portal del Mar al 1852 Fou enderrocat al 1859 dins el pla deliminació de la muralla del mar 
