LABEL	preprocessing_A
FAVOR	parlament europeu president quimtorra puigdemont poder provocar violencia partir dextrema dret faxista bcs
FAVOR	australia poder posar emoticones matricular espanya continuar prohibir #governefectiu
AGAINST	llibertar voler casa llibertar construir somni justar respondre sempre pacificar
AGAINST	lunica funcio d@enricmillo suprem passar acusat poder granar dinventarse ferit disimular
AGAINST	bloquejar congre restablir democracia ningu contradiccio
FAVOR	votar delicteno aplicar resultat referendum acabar ser
AGAINST	necessitar tornar normalitat primer dialeg obrir català voler tornar senyar respectar convivencia situacio catalunya preocupar amenaçar aturar catalunya afectar miler families@elmatiaradio
AGAINST	jornada microfinances carrec european investment foundation poder microfinances alternatiu petit empresari empresaries inscripció
AGAINST	dimarts manifestacio demanar independenciala republicala llibertar presoses politiques retornar exiliatsdesi malgrat cadascu voler ritmesaccions proposta diferent tenir mateix objectiu lhauriem defensar junt
FAVOR	mentir pres politics tribunal alemany sentenciar violencia provocar violencia alberto primo rivera mentir escrupols
AGAINST	flipeu titular micros mitjà publics concertar
FAVOR	sempre olorar sang polvora bala terra remoure ranci inconfundible colonia preferir borbons libex #thisistherealspain
FAVOR	politics agradar periodisme criticar punyent aixo marxar senyalar protestar pena escoltar discurs
AGAINST	teresa pallar regidor epoca corrupte #psc #reus defensor ultranza golpistas catalana #veletalazi
FAVOR	sergi moment politica fred moment sentimentalisme ser inteligentes
FAVOR	president conseller participar primer reunio presencial consellar waterlo #llibertatpresospolitics #freetothom️
FAVOR	tensar començar votació petit poble politics recollir interes canalitzar lestat donar importancia
FAVOR	cami soto real veure pres hostages ser democrata segon escarmentar significar seriar pres motiu politics cosa democrates
FAVOR	puigdemont inaugurar exposicio llengua català parlament europeu
AGAINST	arrimadas dona suportar jusapol lamentar intolerant separatista voler impedir manifestar
FAVOR	pressopostos neoliberal pactar reduien gastar publicar entendre votar favor daixo
FAVOR	aquest politics gran deixan gran frase #nosurrendercat
AGAINST	basar informatics reunir president gent ctti sels oferir milio opac dissenyadora grafica accepte facturar feina publicista facturar negatiu
FAVOR	#judicitvcatradio totiles saber paper agradable panorama actual pero tothom heure valer lhagues voler #joacuso #judicio #freecat #llibertatpresospolitics #adeu
FAVOR	despres presentacio vall cosa seguir sempre candidatura conjuntar indepe probabilitat dexit tenir alcaldia governar separar lalcaldia tornar colar directe indirectament sense alternativa slokai
NONE	interessar necessaria iniciatiu voler periodista veure realment esta passar convideulos venir #catalunya comprovar mateix etiquetar conèixer seguir informar
AGAINST	sector indepe unics testimoni poder tenir ideologia opinio politica testimoni processistes
NONE	pedazo alijo
AGAINST	vael patochada índigno pucherazo
AGAINST	tenir tresar any republica benvingut pero tresar any traspas servei costar traspassar guanyar català poder cridar viure catalunya aixo clarisme
FAVOR	aviar fara matinar dabril guardia civil buscar ladri tamara malgrat seguir lluitar dissabte participar esplugar jornada #adrietvolemacasa dimecres viladecans manifestacio #tamaranoestassola
AGAINST	saber existir saber existir psoe saber franco existir saber existir catalunya saber existir
FAVOR	causar justar absencia dindependencia judicial prevaricacio contra liders republicà preso preventiu abusiu violencia policial contra gent votar jutjar difamar insultar amenaçar espoli fiscal vulneracio dret fonamental
AGAINST	unica cosa contingent policial suficient gent sortir massivament carrer #judicitvcatradio
NONE	canvi catalunya gestionar impost politiques social impugnar ppscs rodalia digne servei qualitat open arms dret fonamental català dignitat politica mateix
NONE	podemos cartell tornar baixar paternal deixar banda messianisme mateix irene montero tornar baixar maternal femique #cagada #compol
AGAINST	moment gent puntar recuperar plaçar catalunya altre tornar pais llarg viatjar sempre recordar gat avui viure nou victoria viure catalunya lliurar
NONE	governar central enfrontar guardies civil policia repartiment desigualar lequiparacio salarial
FAVOR	avui laniversari l@annagasabate celebrar lluny casa victima repressio espanyol permetre lestat espanyol segrestar democracia defallir any anna #usvolemacasa #freetothom️
FAVOR	heure zepararrataj habizo naide cazo ejta tonteria contramanifestacio dissabte contra manifestacio jusapol quedar pacífic portar llibre llegir dhora omplir plaçar arribar #omplimstjaume #llibreslliures
NONE	robar feina
AGAINST	#ensplantem front desigualtat bretxa violencia masclista
FAVOR	exigir dimissio miquel buch carregar contra manifestant independentista
AGAINST	dir simular disparar afirmar matar plaure atencio fake news
FAVOR	nacionalisme pujolisme esta morir pdecat problema tenir poder voler ser votar derc junt familia pero allo varar prometre tornare votar familia veure llauto
AGAINST	vicepresidenta dice pixit dixit tiene tener ministrar dir trifalica
AGAINST	amor tenir terra laltre terra lempresonen laltre exiliar plorar terra lamentar plorar lament servir gent lluitar miquel marti
FAVOR	roger español ellos part responsable ferit #otv #play
AGAINST	estimar ruben respectar afectar psoe faltar valentia variar pero lesmena totalitat entrar negociar votar contra tramitar pressupost beneficiar pres tampoc gent necessitar
FAVOR	granar pina #judicitvcatradio #judiciproces #judicio
AGAINST	unilateral perdre suspendre perdonar fer pero parar pensarproclamemla obrir portar posar pres manar entrar tanc diagonal
AGAINST	#historia avui any manuel azaña assumir presidencia consellar ministre despres victoria electoral frente popular
FAVOR	agrairiem rigurositat part vostre moment deixatar clar exigir governar generalitat
AGAINST	todavia estar aqui pesaicxs
FAVOR	aquest imbecil diada manifestarse independencia manifestar pels pres aixi vividor poder anyets cobrar
AGAINST	catalunya colonia
NONE	ciutadà partir parabola talent segon albertrivera
AGAINST	aixo democracia wait
AGAINST	jurista politics periodista dificil trobar algu qualitat
NONE	tant decidir adherirte #vagafeminista dema tenir comptar servei minims ordenar
FAVOR	girona #judicidelavergonya #llibertatpresospoliticsiexiliats #fvagageneral #independència
FAVOR	tot nacionalista cosa podrir lindependentisme ideologia anticatalana tornar votar espanyolista votar reformar espanya pero antinacionalistes anomenar independentista volgueu ser tenir
FAVOR	mosso estar manat ministerio interior tinguemho clar governar esta intervenir encarar nivell
AGAINST	dir desterrar fake news panorama politic mediatic catala veure
FAVOR	#portaveu #govern suprimir lagenda publicar sumar mobilització consellera sumar vague març #diadones
FAVOR	demanar juntament compareixença correu jutjar constatacio escriure pres politics justicia servir garantir unitat despanyar lestat dret #llibertatpresospolitics
FAVOR	marchena acabar demanar preso preventiu pels advocat pres politics català
FAVOR	ahir lunica violencia mosso defensar feixista
FAVOR	cent vuitantaun trescents quarantaun senyor trescents vintidos nit dia turment #garrotuit #llibertatpresospoliticscatalans #llibertatpresespolitiquescatalanes
AGAINST	️@jessicalbiach despres metre veure voluntat tirar endavant pressupost part governar semblar comode pensar elecció anticipar governar exigir fer feina sotmetre questio confiança
FAVOR	lescena soblidara veinat montroig campar fer poblar #piolins passar
NONE	millorar riure trampa fairy prendre bo notar maldat tenir aprendre espanyol
AGAINST	aquest #demarç esclatar mobilitzacio empresa conjuntar societat prou bretxa violencies masclista desigualtat patir donar #ensplantem #mcadadia
FAVOR	veure obsessio nomenclatura dreta esquerre otorgues categoria debo creure partit desquerres aplican politica desquerres tant any felipe gonzalez gent escarmentar
AGAINST	millo segur pero segur mentider
FAVOR	graciar representar majoria català orgullós vosatres seguir independencia
AGAINST	afegir independencia lorigen cadascu pirata defensar dret dautodeterminacio poble posicionament partir primer doctubre votar acceptar lassemblea general dir pirata decidir
FAVOR	curios governar partidopopular camp caficara posar lestatut valencia possibilitar dissoldre tenir calendari electoral propi governar botanic gastar avançament materialment absurd xuplar rodar general
FAVOR	president defensar menor personar desvalgut prioritat sentir laccio governar sorienta personar necessitar lluitar contra agressió sexual interpel·lar
AGAINST	simbolica
FAVOR	diumenge aqui nacho martin blanco flanquejar arrimadas rivera ningu explicar martin blanco nebot martin villa interessar cinturar vermell sapiga doncs córrer
FAVOR	repressio negativar dialeg enderrocar governar espanyol ladvocat jaumealonso cuevillas denominar autarquia justicia tambe anomenar autisme justicia #judicialademocracia #judicifarsa
AGAINST	anar comptar tenir iphone rebre email suposadament phishing treure contrasenya icloud apple demanar email contrasenya nòmer applestore icloud desde mateix movil picar
FAVOR	guardiola tornar defensar innocencia pres politics català ser jutjat
NONE	opinio any catalunya autogovern fort espanya federalitzada llibertar solidaritat dificil tant tant dificil esperar democracia prevaler occident proper decades disminuir desigualtat temps dificils
AGAINST	donar català
FAVOR	qualsevol moment despearem #republicacatalana
NONE	perdre lentrega prémer europeu ciencia hipatia primer edicio guardar reconèixer trajectoria internacional matematic laszlo lovasz #barcelonaciencia salar cent lajuntament
AGAINST	vergonyar politics
AGAINST	cançó agradar recuperar ultimament llastima dona tenir mica dinfluencia marit president assumir considerar comentari antifeminista
AGAINST	hola salari deixar percebre treballadora treballador fer #vagam voler destinar lluitar contra #violenciamasclista favor #coeducacio esperar respondre #ensplantem #viveslliuresunides
NONE	programar doblar #dansa #ccbarceloneta black mind memorias manos bodies treure costar fosc irracional lesser huma rosalia zanon exploracio musicar dansar parar filla
FAVOR	aixi fabricar noticiar espanya #judicifarsa #joacuso #adicsenxarxa
AGAINST	debatre electoral elecció sindical març lauditori sant marti #ccoopublica
FAVOR	sanchez millorar proposta poder feixista tirar jugular haura merkel aleshores poder passar variar cosa
FAVOR	ple coincidencia ⁦@vpartal⁩ assegurar internacionalment moviment independentista catala esta situar loctubre
AGAINST	valtonyc ralph lauren piju traidor lacoste vergonyar
FAVOR	millorar manar gent nòmer cridar independencia dacabar xantatge
FAVOR	vicepresidenta espanyol carmen calvo recordar lestat aplicar recordar pensar renunciar coma ideal amenaçar hosties empresonament fer
FAVOR	importar omplir diagonal pero sera tornar organitzarnos vila barri centre treballar destudi avançar junta fort #tardorcalenta #organitzemrepublica
AGAINST	treballar sino existis increible
FAVOR	doncs laparell judicial espanyol necessitar engarjolar politics català acusarlos voler aturar lindependentisme judici venjança
AGAINST	cosa quin crietri tenir assegurar testimoni cantar nòmer mentir nòmer dir veritat #judiciproces
FAVOR	quan tornar veure imatge maclaparen sentiment oposar cantar orgullar imens gent laltre fastic infinit pels enganyar #republicacatalana #roct
FAVOR	avui brusselles #presidentpuigdemont costar gent dosona portar preso itinerant denunciar #llibertatpresospoliticsiexiliats
AGAINST	arribar acceptar democracia consistir mentir saltarse llei aixo acceptar part considerable poblacio governar secta fanatics segon bo gent
FAVOR	gent home voluntat poblar fer realitat republica #acampemastjaume #faqsforojuecestv
AGAINST	representar president voler catalunya voler veritat voler catalunya independent
FAVOR	unionista veure personalment plaçar catalunya boicotar parlar catala proposta avançar independencia fiar
