LABEL	preprocessing_D
FAVOR	La política fa extranya companys d llit oi sanchezcastejon ? El PSOE al costat d PP-C'S, perquè sigui detingut el president Puigdemont, si va a la conferència al Parlament europeu. LA VENA FRANQUISTA A TOPE !!!
FAVOR	FemXarxa LlibertatPresosPolítics República LlibertatExiliats CapALaRepública NoCallarem NoATot JoAcuso NiUnPasEnrere Olot JudiciALaDemocràcia JudiciFarsa Seguim va per la Ñ 
FAVOR	Que un país que ha votat la seva independència no ha de demanar absolucions ni sentències “més justes” a la justícia d’un altre Estat que actua com a Estat ocupant i enemic, sinó recuperar els ostatges com ho fa un Estat quan un altre fa presoners
NEUTRAL	Romeva copia l'estratègia de Junqueras: Sóc un pres polític 
FAVOR	Seminari Visions de Catalunya i d'Espanya (II): Presidents de Catalunya. Pensament polític i obra de govern. Organitzat amb InstitutICPS Coordinat per ColominasQuim i jotajlpf Matrícula oberta!  
FAVOR	lluis_llach De quins partits independentustes parla? A Catalunya només hi ha hagut gent independentista i partits polítics que ho van fer veure per guanyar eleccions.
FAVOR	📣 ATENCIÓ COMUNICAT‼️ 🔴 Tot el nostre suport i escalf a les companyes encausades. 👉 Si ens toquen a una ens toquen a totes‼️ DecidimSer CDRenXarxa 
AGAINST	Nos vemos en Plaça Sant Jaume!! TotsASantJaume OmplimStJaume por la RepublicaCatalana , porque queremos la LlibertatPresosPoliticsiexiliats!!
AGAINST	RT rogertorrent: La política de la querella per sistema. En democràcia als Parlaments s’hi ve a dialogar i a debatre, no a amenaçar. 
AGAINST	Ei, ja està , els que estàvem en les escoles no erem ciutadans i per això ens podien pegar
AGAINST	AucaGuerrilla yeyaboya per fi llegeixo algú que malgrat tenir unes idees completament diferents parlar amb veracitat.
FAVOR	L'advocat John Philpot, convidat per International Trial Watch, alerta del perill d'intentar arreglar problemes polítics amb acusacions penals 
AGAINST	Bon dia!!! 8 de març una data on sempre els amants de la meteo recordem la gran nevada que vam tenir a Barcelona i quasi a tota Catalunya efemeride Així estaven carrers del guinardo meteo 324eltemps 
FAVOR	solelamich Jordi7455 I tant Marc la política i la República o la fem nosaltres al carrer o ja tenim clar que no la farà ningú per nosaltres....el poble ens organitzarem sens dubte!!! FemXarxa OrganitzemRepública
FAVOR	naciopolitica naciodigital Caldria recordar als testimonis que estan sota jurament... JudiciFarsa JoAcuso 
FAVOR	Aclaridora càmera lenta de l'estranya agressió independentista d'ahir. Agressors i agredit caminen junts. Just abans, l'agredit (de vermell) agredeix 2 persones. Què va passar exactament? No sé si ho arribarem a saber. 
AGAINST	xriusenoticies que diu aquet noi molt simpatic ???? Esta nervios en Jair ? 
NEUTRAL	Ha manifestat que des del consistori estan expectants, perquè s'ha de traduir en negociacions per perfilar detalls. 
NEUTRAL	Acte de commemoració dels 30 anys del CNDC Consell Nacional de les Dones de Catalunya amb la presència de EugeniaBretones i Nelly Palacios, de la comissió ColpisGenere. Felicitats icdones❗️ sororitat dretsdelesdones 
AGAINST	❌Diu Ada Colau que el comerç de proximitat és molt important però la realitat és que dóna suport al top manta. BCN Barcelona VallsBCN2019 esmorzarscomerç 
AGAINST	SenyorRequena goslum emparmoliner Amb lema...pie foto: Dona amb adn inferior puja al bus dels de raça pura i seu amb total impunitat, es auquesta dona..amb dni XXX i viu aqui..XXXX Podria ser tambe.
AGAINST	Manelindi El JoanTarda ja triga a anar-se a la merda
AGAINST	RT Independentis11: Rivera dimissio immediata. RT si hi estas d´acord i si no es que ets de Ciudadanus. 🤣🤣🤣🤣🤣🤣🤣🤣🤣
FAVOR	Arribada a la meta els corredors de la VueltaCiclista2018 al seu pas per Lleida amb pancartes, estelades i llaços grocs al crit de Llibertatpresospolítics 
FAVOR	RT terratremol66: Puigdemont acusa Tajani d’aplicar una llei mordassa al Parlament Europeu 
FAVOR	RT blanc1707c: laxarxaxanante1 En el futur els presos polítics seran exemple de la defensa de la llibertat en tot el món
FAVOR	RT MarcSabadell: Pot ser hem de començar a plantejar-nos votar a partit_pirata 👇👇 
AGAINST	I Busquets? I Iniesta? I Jordi Alba? 
NEUTRAL	bombers_man Ni fu ni fa podemos? Quina por de partit polític 😂😂😂
AGAINST	QuimTorraiPla JuntsXCat Et saps algun altre número que no sigui el 80? O tens algun fetitxisme amb ell? O feixisme? LaRepublicaNoExisteIdiota Escolta a LaSilenciosaCat
NEUTRAL	Els mercats municipals som el tercer servei més ben valorat per la ciutadania! I tu, ja véns a comprar al mercat?  
NEUTRAL	Llegeixo a El País que alguns jutges del Suprem proposen crear un nou tipus penal de forma exprés ara que veuen que la rebelió no s’aguanta per enlloc. És tan evident que el judici només és una venjança contra els artífex de l’1-O que fa vergonya i tot.
AGAINST	FrancescMoreno GinesLopezF L'escola catalana produeix parlants competents en català i en castellà. I cada vegada més en anglès. No hi ha parlants perfectes. Les varietats dialectals, els accents, i els préstecs entre llengües són la normalitat lingüística. A favor del plurilingüisme.
AGAINST	Parla AdaColau a l' AssembleaCCOO La idea sempre ha estat avançar en la conquesta de drets i ara veiem q ens hem d'ajuntar per no retrocedir. Hem de mirar la realitat de cara i estar a l'alçada. AmbTuTenimLaForça OfensivaCCOO 
AGAINST	Els que porten mesos autoproclamant-se models de virtut, humanitat i empatia, bramant contra Montserrat del Toro (o enfotent-se'n) pel seu testimoni sobre els moments d'angoixa que va viure el 20_S.
FAVOR	miqueliceta Saps el projecte pressupuestari q podrem fer cada any amb 16.000 milions més? Crec q el tema números no és del teu domini... RepúblicaCatalana 
AGAINST	Ja tenim un altre oprimidet Eixamplantlabaseindependentista 
FAVOR	▶️ No hi ha major tirania que aquella que es perpetra sota l'escut de la llei en nom de la justícia. - Charles-Louis de Secondat - Avui 20S es compleix un any de la mobilització per la que s'acusa de sedició a Jordi Sánchez i Jordi Cuixart. assemblea omnium Catalunya 
AGAINST	🎥Avui Nmartinblanco ha comentat l'actualitat política des de la seu de Barcelona 📱T'ho expliquem! ActualidadCs 
FAVOR	JoanTarda meritxell_batet Som d'una mena de manera que si som tres fundem quatre partits polítics. Els comentaris al Joan em semblen poc asserenats. Estem tots al mateix costat, i un referèndum amb un Sí i un No dóna veu al país sencer. Que ja se'n va fer un? En cal un altre acceptat pel conjunt del món.
FAVOR	lopezbofill O fem una vaga general indefinida O votem de forma massiva el partit O grup de partits independentistes que molesti a Les votacions del Congreso ! No votar és regalar el vot als partits majoritaris !
FAVOR	PereBallonga Voldrien... per aixó ens desprogramen per TV3 i envien la BRIMO... peró som toçuts i anirem fins el final NoSurrenderCat
FAVOR	.quimforn: No discuteixo l'autoritat del TC, però està compost per membres nomenats pels partits polítics que segueixen consignes d'aquests partits [via naciopolitica]
AGAINST	Si tot és una gran mentida , denuncieu als testimonis. Estan obligats a no mentir. O potser és que saps que diuen la veritat i per això només els difames al teu pamflet? 
FAVOR	EN DIRECTE: Forn assegura que no es va fer cap 'reunió específica' pels requeriments del TC. 'Crèiem que hi havia una base legal per organitzar un referèndum, que no és cap delicte', afirma 
NEUTRAL	Vall d'Hebron lidera la primera guia internacional de vacunació del papil·loma en població de risc 
NEUTRAL	Espejo-Saavedra va a Madrid amb Arrimadas i Carrizosa segueix al Parlament 
AGAINST	jmbmgc pilarcarracelas El lliri, millor al cul que a la ma. Posar l'altra galta serà molt catòlic, però és d'imbècils.
FAVOR	La Caixa dirigida per l'Opus Dei caixabank prefereix vendre elperiodico al feixisme del grup Z / A3 perdent diners...ABANS que a la catalana GrupoMEDIAPRO Ja sabeu que heu de fer. 
AGAINST	ANC_Mossos El convida 3 cops a passar amb la resta, desallotjar l'autopista.. Què haguéssis fet tu si se't possen xulo?, ets antifisturbi?.. Per cert, la policia política sou els que heu embrutat el nom del cos, vosaltres sols, no cal que culpis a un company dels actes d'alguns!
AGAINST	RT CDRxavimastrat: josepalay indults? condemnats? la sentència ja està escrita?
FAVOR	Acaba la vista per avui, però no les violacions de drets fonamentals. Recordem que després de ser acusats amb males maneres per fiscalia i advocats de l’estat en el judici polític del Suprem, els presos tornen a dormir entre reixes a Soto del Real. ThisIsTheRealSpain
FAVOR	elnacionalcat Insolit! L’Eurocambra veta Puigdemont i Torra, però permet a Vox anar a parlar sobre “el golpe de estado” dels catalans. Això és inaceptable
FAVOR	RT Tonia58907603: Un cop més hem sortit al carrer per demostrar que no ens rendirem. NoSurrenderCAT
AGAINST	Al seu pregó, Sabina ha criticat quimtorra, Puigdemont i Artadi. Aquesta opinadora orgànica, evidentment, fa veure que ha criticat tots els catalans. I així tot. 
NEUTRAL	Diversas denuncias: unidades de investigación de Cervera (Lleida), Granollers y Sant Boi de Llobregat (Barcelona) Coches Catalunya estafa 
NEUTRAL	CarlesEscolan eballester el final de la primera columna es insuperable.
FAVOR	RT herodot10: Qui confon democràcia amb llei, obre les portes del totalitarisme Hannah Arendt.
FAVOR	En un país normal, de justícia independent, aquest mentider seria encausat per delicte d'odi, a l'Espanya de Lamelas i Llarenas, el feixisme i l'odi a Catalunya és mèrit de carrera judicial. Aquest pocavergonya és President del PP, malgrat mentir currículums 
AGAINST	Una cosa sóc la única que odia a la gent de barna??? En general el tato mou el cul fora de la ciutat pq claro el teu poble està molt lluny, vine tu I ET PENSES Q TARDO MENYS FENT EL TRAJECTE INVERTIT PQ LA GENT DE FORA DE BARNA TENIM UNA TARGETA VIP O Q PIXAPÍ DE MERDA mua
AGAINST	Aquest senyor ha vulnerat els meus drets civils al tractar-me com si fos una colona a la meva terra 
AGAINST	RT PPCatalunya: 🎥 AlejandroTGN defiende la Monarquía en el Parlament de Cataluña. V.E.R.D.E!!! 
AGAINST	Vivim amb esperança l'enfortiment del moviment feminista. Les dones no retrocedirem ni un milímetre assolit i exigim governs que donin resposta als greus problemes que patim. La igualtat és el motor de la llibertat i de la democràcia! Parlament LaEspañaQueQuieresEsFeministra 
FAVOR	RT 324cat: Campanya de suport a Cuixart: Ser soci d'Òmnium no és delicte  JudiciTV3CatRadio 
NEUTRAL	JaumeAlonsoCuev La Vanguardia i The Nota-El Periódico són les coses més nefastes de la història del nostre país. Espero que Mediapro compri aviat EP i tinguem un diari seriós i mínimament democràtic i respectuós amb el nostre poble. Si ho fan amb el temps els hi donarem confiança.
AGAINST	DBubus Es veritat, no hi ha dubte, d’altra banda son uns traïdors, també s’ha de dir.
FAVOR	blau_vent HiginiaRoig Pq li han preguntat si havia estat mai processat x ser independentista, no quantes vegades havia rebut cops de porra
AGAINST	Julieta859 M_Aseret MNAnoticies Però només els que tinguin penis, eh, que són els malotes.
AGAINST	RT muntane_josep: TotsASantJaume OmplimSantJaume29s RepúblicaÉsLlibertat TothomASantJaume tardorcalenta FemXarxa 
AGAINST	No comparteixo part del discurs polític de Xavier Domènech, però lamento la seva marxa de la política. Agradarà més o menys, però en els temps en què estem, la gent com ell que no predica l'odi, que va votar el 1O i que assisteix a manifestacions pels presos, són necessàries.
NEUTRAL	vaga 8deMarç!! 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a Mataró 8MCadaDia EnsPlantem 8M2019⁠ ⁠⁠ ⁠⁠ ⁠⁠ ⁠ ccoocatalunya DonesCCOOCat deixant constància de les reivindicacions de les dones. 
NEUTRAL	Què fas dimecres al vespre? Nosaltres et convidem a la presentació de Cerveza para Dummies d' aitor_8a a la Fàbrica Moritz Barcelona. Vine, aprén més coses sobre la cervesa i assaboreix la Moritz Fresca. Entrada gratuïta fins a completar aforament! 
FAVOR	Avui el col·laboracionista jcoscu s'ha tornat a lluïr. Cap tuit de suport al seu excompany d'ICV (raulromeva), que ha declarat al Suprem, i en canvi ha aconseguit, com a bon dictador q és, fotre fora del grup parlamentari dels NOESPOT a la diputada sobiranista Elisendalamany
FAVOR	Espanya s'ha posicionat com un estat criminal a nivell internacional Christophe Marchand (advocat de l’equip de Puigdemont) FAQSbacallàTV3 ▶  
AGAINST	A lamira ens agrada canviar els punts de vista, així que vaig retratar al cap de fotografia, en jordiborras. No menteix quan parla de pintar amb llum:sempre que capta els moments (o t'ajuda a captar-los), lluita amb ella fins que troba allò que buscava. Periodisme també és això 
AGAINST	Una noia de 18 anys agredida sexualment per sis nois en una nau abandonada. Ahir a la nit. I és tristament el nostre dia a dia. Tota venjança queda curta.
AGAINST	Moltes persones creuen que el coneixement està renyit amb el romanticisme, i opino que és ben bé al revés.
AGAINST	La MarcaEspaña exporta el seu model de debat a tot arreu. Sr. Borrell, se li gira feina... spainisnotademocratstate 
FAVOR	El plan perfecte per la Diada? Anar a l'homenatge de Salvador Allende de Badalona (AllendeBadalona) i després a Barcelona amb FemLaRepublicaCatalana (assemblea). Passant pel dinar de Poble_Lliure i LaForja_Jovent al Passeig del Born. OrganitzemRepública 
AGAINST	Cap sorpresa amb Ada Colau. Els dirigents de Podemos Eivissa t'ho diuen en privat : fan i faran servir solament el castellà perquè així arriben a més gent . Respecte i promoció de la nostra llengua? Cap. Bilingüisme per ells : 100 % espanyol. AixíNo
NEUTRAL	Demà s'acaba aquesta enquesta seguir votant siusplau‼️✨ 
FAVOR	RT yeyaboya: Amb 1OTV3 gravat a cops de porra a la memòria per sempre més, aquell dia vam marxar. Impossible tornar enrere.
AGAINST	Advocats europeus, indignats pels atacs i amenaces a Gonzalo Boye i als advocats belgues Paul Bekaert, Michèle Hirsch, Christophe Marchand 
FAVOR	Turull, al Suprem: És una ganga ser constitucionalista 
AGAINST	☕ No et perdis el pròxim divendres el nostre caféciudadano amb TeresaFreixes! ✍️ Proceso al procés 🗓️ 15 de febrer ⏰ 18:30h 📍Seu de CiutadansBCN (Balmes, 191) 🙋T'hi esperem! 
FAVOR	A Espanya EmpresonenElDebat. Fa un any que la ForcadellCarme va permetre un debat parlamentari sobre les lleis de transitorietat jurídica i referèndum. Porta 167 dies a presó per aquest motiu. Per alliberar la Carme, 🗳LaNostraSentència és la independència. 
AGAINST	SergiAmatGiro Doncs el rabo que els hi ha fotut avui a Junqueras i Forn ha estat d'escàndol... Imagina't si arriben a posar-ne un de bo...
