LABEL	preprocessing_A
AGAINST	españa dice golpista oriol junqueras declaracion confundes amarar amenazar recuerdo cuando amenazaste economia española tambien amabas españa farsante
FAVOR	parte president puigdemont siempre encontrar disposicion dialogar absolut receptividad rajoy ningun momento mostrar proactivo parar encauzar témer basura periodistica
AGAINST	#cuatroaldia cartel contra constitucionalistas exige ayuntamiento olot retirar mural hablamos mosso desquadra obra arte juzgamos hace artista
FAVOR	begoña desde donde barrios desde villanueva chalets millones desde alli solar hacen sociedades parar marido atacar rivales politicos
AGAINST	torrente apagar micro arrimadas dejandola palabra boca
AGAINST	intolerantes supremacistas educados verdadero fascismo realmente politicos independentistas estar aprovechando ignorancia muchas personas parar ponerlas escudar mostrar verguenzas
AGAINST	jxsi pagar euro celebrar acto presentacion referendum
AGAINST	españoles somos bestias formar humà video #españa
FAVOR	curioso españolistas pueden insultar faltar respeto menospreciar indepes cuando indepe hace practicamente mismo sienten ofendidos
FAVOR	esto solar regimen presentar reformar parar criminalizar referendums pillado practicas corruptas oposiciones pedira ilegalizar etarras separatistas golpistas pillan falangista declarar bienes #felizmartes
NEUTRAL	independentismo tiene unos metre parar salir enclaustramiento tomar partido porcar verdaderamente terrible esta esperando vuelta esquina
AGAINST	mosso avisaron puigdemont escalar violencia
FAVOR	iiii datar prisar desinfeccion #catalunya porcar car quedarte pelaos tanto odiar entrañas desgastar prematuramente #tajanipuppetoffascism #mes #siguemeytesigovox #sanchezenve #elintermedio eurocamara
AGAINST	independentismo frenar actividad parlamentar juicio proces
AGAINST	#españaconguaido estado español puede jamas coincidir mentora #iluminatiszapatones #soroslogia socios #erc #bildu #podemos #psc osease #ate #asesinostrastornadosespañoles #puigdementes #lazigolpistas #podemoseschavismo
FAVOR	turull tiene razon momentos partidos constitucionalistas estar incumpliendo constitucion dispone mandato cgpj cinco años
NEUTRAL	bebiano esta agora mostrando formar clar carater faltar dele aproximou bolsonaro usufruir benesses poder pegar mentir traição isso mesmo sumariamente demitido passou presidente perigo traidor
NEUTRAL	tomar caminar inesperado
AGAINST	como recibe ines arrimadas cibertrol toni alb decirnos humor visto criticar citado
FAVOR	recordemos primer movilizacion masiva autoconvocada propia ciudadania travar redes sociales ello defender nuestro derecho manifestacion siguen prision #judicialademocracia #judicitvcatradio
NEUTRAL	debemos hacer todo parar maduro cubanos vayan poder borja grupo lima
NEUTRAL	maior parte brasileiros querar escolas tratem gênero sexualidade pesquisa encomendada pelar divulgar hoje pelar mostrar favor ideia defendem isso seja ilegal bolsonaro você esta errado
FAVOR	tierra natal adoptiu siente ligado humano vinculos juridicos historicos afectivos #lapatriasonpersonas banderas #lapatriasonpersonas fronteras personas razon bienestar mantiene unir
FAVOR	años subido beneficios iberdrola pasado millones netos resultados cultura esfuerzo esfuerzo convencer politicos molestar electricas basar puertas giratorias
AGAINST	esta escuchando juicio mirar sanchez bancadas independentistas parar completar votos podrir necesitar parar nueva investidura seriar ininteligible
AGAINST	loro car funeral guino anna simar declaracion independencia pero entonces hicieron
NEUTRAL	estimar home
FAVOR	fantastica maniobrar preguntando metre parar eximir culpar forcadell #judicifarsa
AGAINST	independentistas unos cabrones escogen rest serie españoles parar respaldar teorias geneticas torra vale
AGAINST	todos unidos contactar construyamos #redporespaña hacer seguir retuitean sigue quien siga escribe nuevo tuit hashtag #siguemeytesigovox #porespaña #españaviva apoyemos sigamos abrazo todos
FAVOR	miquel iceta octubrar semanas despues rebelion tuit violencia generar
NEUTRAL	aulas educação sexual todas escolas reuno unido pornografia sexar menstruação violência aborto serão discutidos anos pais poder decidir algumas aulas serão evitadas depois adolescente decide link
NEUTRAL	baile noi midia baile menar marola aperta balão acende puxa prende soltar numa copao wisk rede outra lança perfumar
NEUTRAL	linda deure
FAVOR	españa existe separacion poderes clasicos legislativo ejecutivo judicial separacion monarquiaestado separacion iglesiaestado independencia grandes medios llama democracia ple
AGAINST	como podre madrid manifa anti desverguenza sanchez estoy manifestandome pasillo casa quemando foto pedrito puaghdemun chistorra politicos pres muertos frio rovira comar ponsati etcetera menut humareda huelen
FAVOR	exconsejero independentista crear acusados pueden desarrollar defensar correctamente
FAVOR	esto partido siniestro reino españa republica català esperar nadie olvide quien pone arbitros #republica #republicacatalana #republicacatalana #humanrights #judicifarsa #catalonia #catalantrial #republicacatalana #felizmartes
FAVOR	cuando acabar este juicio supremo juicio democracia española caera car verguenza todo habeis hecho gente inocente catalunya perdonar
AGAINST	edificios publicos deben neutrales parar representarnos todos piensa todos catalana somos independentistas porcar demas somos bestias formar humà sorprende #institucionesparatodos
NEUTRAL	momentos barcelona catalunya movimientos sociales expresan rechazo golpe estado imperialista venezuela respaldo pueblo bolivariano presidente graciar company vèncer sempre
NEUTRAL	queria falar coisa negro tòrcer representei pelar fanaticos gravei comercial video laranjeiras maior idolo assis car negro acho idiotice igualar postar isso essa menina vergonha jornalista
FAVOR	parar paseitos extremar derecha manifestaciones iceta borrellquieres foto #llibertatpresospolitics
NEUTRAL	juicio reanuda declaracion enric millo coronel perez cobos siguelo directo catalunyapress #juicioalproces #juicioproces
NEUTRAL	directo perez cobos considerar planar mosso actuacion impide celebracion referendum
FAVOR	entrevistar ferran monegal roure comprar periodico convertirlo independentista
NEUTRAL	hecho paso fronterizo venezuela colombia unos cuatro soldados fuerzas armadas venezuela desertar esperanza oposicion venezolana
FAVOR	sera pocos tienencomo solar sirve cuestiones honorar conciencia estorba demasiado parar hacerte millonario pua causar alegria descubrir algunos politicos posean
NEUTRAL	guaido responde decretar presidencial anula clausurar instar militar facilitar entrar ayuda humanitaria
AGAINST	pobre indepes cuan faltos realidad estai
AGAINST	dramatico señora vicepresidenta independencia generar
AGAINST	deseo toda alma gane elecciones ayudare todo pueda ganan sera policia velar ideas todos compartimos nadie excepto protege este pais hasta luchando españa ️ #siguemeytesigovox
AGAINST	ultimar dije #adiospedro nacido salio elegido primarias partido pactar independentismo acabar presidente prudencia memoria cuanto podamos todo dios votar parar sacarnos este cancer encimar
FAVOR	joder solar enterado juicio medios internacionales poco caso haceis catalana parar derribar regimen empezar #republicacatalana despues estaremos vosotros parar derribar monarca
AGAINST	años honradez años golfo ladrones dimiten #eleccionesvotoderechas
NEUTRAL	existe conviccion mujeres educar autoexigencia perfeccionar
NEUTRAL	razão pior coisa brasil dizia olavo carvalho midia inves criticar promiscuidade generalizada carnaval aqueles doi promiscuos fizeram obscenidades publicar prefere criticar aquele expôs essa situação aberrante #bolsonarotemrazão
AGAINST	enric millo desmontando mentiras proceso mentiras actor pacotilla como #juicioproces donde estar heridos marta torrecillas dedos rotos cabeza retratados #cataluñaesespaña
NEUTRAL	este cretino paulo tafner instituto millennium especiar pensamento econômico pelas tantas empregada domesticar aposentar media anos anta patroa tolerante essa gente muita canalhice junt
AGAINST	debilidad sanchez ante separatistas deja mucho quiza tenga aplicar parar seguir volando falcon
AGAINST	zapatero gravar aceptar estatuto ilegal aunque rompiera pactar constitucional pagamos consecuencias pero peor medio moncloa obedece instrucciones golpista profugo waterlo
FAVOR	tambien viajado todo mundar valladolid donde viajo tresar metre aprox todo solar argumentar propuesta parar convencernos millones catalana seguir bueno primer mandaste mamarla #republicacatalana
NEUTRAL	llegar seguidora sera llegare seguidora acompañame lograrlo #viajes #aventuras #turismo #marketingdigital #mentepositiva #actitudpositiva #alpargataviajera #españa #madrid #venezuela #europa #america #radioviajera
FAVOR	ilegalizado quiero todos pres picando piedras embargamos hasta calzoncillosa ellos todos beneficiaron gansters
AGAINST	#bondia puigdemont hijo secretar buenaventura durruti caso dignar investigadora intrepidos ignasi popla novela negre misterio gintonic chocolate belga editar desafinando boks #felizlunes #objetivopresidente
FAVOR	operacion casa real felipe asevero democracia españa falacia tomadura pelar nombrar mentir apllico cataluña juicio pres politicos catalana engaño fachada falacia mentir parar sostenerse
AGAINST	bueno pua tras salir agotador solar puedo decir tanto españa jonqueras acabar afiliar #larepublicanoexisteidiota
AGAINST	david torrent mozo escuadra excedencia postular alcaldia badalona partido puigdemont
FAVOR	notese detallar como marchena salar defender declaraciones millo ante murmullo desaprobacion publicar presentar salar #millo #juiciofarsa #absolucio
AGAINST	viejuno estamos luchando derechos subnormal llegamos independentistas moral educacion suela zapatos
NEUTRAL	queria sexar dar agora
AGAINST	figaro como cataluña vuelto loca independentistas catalana sectarios ingleses brexiters liga italia
FAVOR	argumentacion unionista puto bandera ilegal vayense mierda australia
FAVOR	jordi turull auto algo penable llevar carcel gobierno incumple reiteradamente sentencias despues sacarle colorar estado reiteradas sentencias cansino dir fiscal #juicioproces #zasca
NEUTRAL	maduro decide matar fome povo venezuelano silenciar
FAVOR	seguimos esperar liberacion rehena estado tiene secuestrados lledoner puig bassa denric #freetothom #llibertatpresospolitics
FAVOR	tilda viaje arrimadas waterlo numerito cobardes
NEUTRAL	artista apresentação musar convidados filhos crianças continha nudez sexualização eleitores bozo ficar escandalizados bolsonaro pondre vídeo pornô parar milhões crianças seure eleitores bozo criar hashtag somostodosbolsonaro
FAVOR	hija ernest lluch acercar pres carceles vascas
FAVOR	club donde formaciones encuentran caminar abonado parar crecer propagar mentiras independentismo catalan encuentra puertas instituciones cerradas editorial
AGAINST	dicen parar desmarcarse saqueo defender republica social señores nacionalismo republica exclusion burguesia mismo clasismo siempre ahora utiles nunca dejaran llavar cortijo
FAVOR	verguenza juicio politico pedido felipe contra liderar politicos catalana marcar siempre bancarrota politica gobierno español
FAVOR	confundes significados democracia dictadura terminas dandole autoproclamado presidente votos urnas
FAVOR	milorajoysorayazoido historiar descubrira mentiroso estoy seguro libertad pres politicos
FAVOR	fiscal cadenar refiere puigdemont delegado estado catalunya interrogatorio forn
FAVOR	cuando estar condenando personas sabiendas #estrasburgo condenar reino españa #justicia estado vengativo autoritario quiere sacar callar juzgadxs #altsasu #bateragune #catalunya
FAVOR	guaido este haciendo ridiculo europa sigue apoyando este golpista volver contra gobiernos solar quedar rendirse respetar legalidad venezolana #lacafeteraisabelserra
