LABEL	preprocessing_A
FAVOR	caldre recordar testimoni juramentar #judicifarsa #joacuso
FAVOR	aclaridor camera lent lestranya agressio independentista dahir agressor agredir caminar junt justar abans lagredit vermell agredir personar passar exactament arribar saber
AGAINST	aquet simpatic esta nervios jair
NONE	lestat espanyol desfermar onada repressiu instrumentalitzar laparell judicial permetre intimidacio descamots parafeixistes declaracio conjuntar alcalde derc
NONE	manifestar consistori expectant traduir negociació perfilar detall
NONE	acte comemoracio any #cndc consellar nacional #dones #catalunya presenciar nelly palacios comissio felicitat #sororitat #dretsdelesdones
FAVOR	parlament cor somple llaç groc suportar pres
FAVOR	declaracio castellvi trapero fara tothom aterrar realitat mancar duna politica seguretat nacional any sensa projectai motivacio
AGAINST	dir colar comerç proximitat importar pero realitat dona suportar mant #bcn #barcelona #vallsbcn #esmorzarscomerç
AGAINST	lemapie fotre dona inferior pujar raça pur total impunitat auquesta donamb aquixxxx podrir tambe
AGAINST	trigar anarse merda
FAVOR	millo autenticar miserable testimoni #judiciproces mentir desacomplexadament voler ensorrar vida duna personar company parlament
AGAINST	rivera dimissio imediata d´acord ciudadanus
NONE	lindult concedir despres morir franco evitar processament policia nacional catalunya morir obrer badalona lany #judicitvcatradio
FAVOR	arribar metre corredor #vueltaciclista #lleida pancarta estelat llaç groc crit #llibertatpresospolitics
FAVOR	puigdemont acusar tajani daplicar llei mordassa parlament europeu
NONE	participacio ciutadà nòmer existir any volieu responsabilitzar decisió aquest evident mandat permes degradacio anar remoldre debatre mediatic prendre decisio
FAVOR	molt albert veure streaming diumenge agradar molt desenvolupar aixo piular avui depen nòmer #femlarepublicacatalana #freetothom
FAVOR	anar pasar vergonyar alienar diavaig pensar aixo politica voler saber pensar valer pena saber cadascun estar graciar president
FAVOR	futur pres politics exemple defensar llibertar
FAVOR	començar plantejarnos votar
AGAINST	busquets iniesta jordi alb
NONE	somni puerta datocha ultims aficionat desplaçar madrid tornar sense pero ogullosos daquest equipar
NONE	diego perez cobos respondre preguntar defensar mosso acudir reunió convocar fiscalia convocar pero sempre presentar majorar trapero #judicitvcatradio
NONE	podemos quin partir politic
AGAINST	sap numerar tensar fetitxisme feixisme #larepublicanoexisteidiota escoltar #lasilenciosacat
AGAINST	especialmente personal rodea
NONE	mercat municipal tercer servei valorar ciutadania vendre comprar mercat
NONE	llegir pais jutjar suprem proposar crear tipus penal formar expres veure rebelio saguanta enlloc evident judici nòmer venjança contra artifex vergonyar
NONE	president parlament flamenc retreure tajani vetar torra puigdemont
AGAINST	lescola català produir parlant competent catala castella vegada angle parlant perfecte varietat dialectal accent prestecs llengues normalitat linguistica favor plurilinguisme
AGAINST	parlar donar poesia tendre fort saturar escoltar veure trasbalsar llenguatge dir néixer fondre segle montserrat abello
AGAINST	#monpossible veneçuela canvi climatic menu daquesta setmana
AGAINST	majoria posar treure llaç patir mateixa retallar provocar lfmi bancar tambe pels gran sou #quenoensenfrontin unitat poblar treballador
AGAINST	parlar #assembleaccoo idea sempre avançar conquesta dret veure dajuntar retrocedir mirar realitat car lalçada #ambtutenimlaforça #ofensivaccoo
AGAINST	portar metre autoproclamantse model virtut humanitat empatia bramar contra montserrat toro enfotentsen testimoni moment dangoixa viure
FAVOR	sap projectar pressupuestari poder milió creure témer numeros dominar #republicacatalana
AGAINST	tenir oprimidet #eixamplantlabaseindependentista
FAVOR	majorar tirania perpetrar lescut llei justicia charleslouis secondat avui complir mobilitzacio sacusa sedicio jordi sanchez jordi cuixart #catalunya
AGAINST	avui comentar lactualitat politica barcelona tho explicar #actualidadcs
FAVOR	contestar independencia sera dir dir considerar basar colló esta aixamplada confiança cegar pagueta covardia
FAVOR	duna menar maner tresar fundar partit politics comentari joan semblar asserenar estar mateix costar referendum dona pais sencer acceptar conjuntar
AGAINST	@marilenbarcelo vostes arribar governar daquesta ciutat prometre habitatge social preguntar desnonament shan produit ciutat quin solucio oferir families #plebcn
AGAINST	humorista tolerar referenciar pobre
FAVOR	vague general indefinit votar formar massiu partir grup partit independentista molestar votació congreso votar regalar partit majoritari
FAVOR	voler aixo desprogramen enviar brimo pero toçuts anar final #nosurrendercat
AGAINST	mestre haura massa batallar
NONE	sense pressupost lestat permis paternitat sallargara setmana preveure
AGAINST	trabajadores consiguen néixer peleandose ellos #quenoensenfrontin catalunya treballador dunirnos restar despanyar
AGAINST	revistar bisbe català demanar març lesglesia
FAVOR	discutir lautoritat pero esta compondre membre nomenar pels partit politics seguir consignar daquests partit
NONE	mosso investigar violacio duna menor mataro
FAVOR	apala escanyar crear sonar sigla reputas escanyolas atacan nuevo #fvagageneral #autodeterminacionoésdelicte
AGAINST	granar mentir denunciar testimoni estar obligar mentir sap dir veritat aixo nòmer difamar pamflet
FAVOR	directe forn assegurar reunio especificar pels requeriment creure basar legal organitzar referendum delicte afirmar
NONE	despres arrimadas haura deixar lesco catalunya incompatible lactar diputada congre marcar constitucio espanyol
NONE	vall dhebron liderar primer guiar internacional vacunacio papil·loma poblacio risc
AGAINST	nacionalista cridar fora forçar docupacio mosso
NONE	espejosavedra madrid arrimadas carrizosa seguir parlament
AGAINST	lliri millorar posar laltra galta sera catolic pero dimbecils
FAVOR	algu filla netejar suposar pintar fairy #nioblitniperdo #judiciproces #judicitvcatrad
FAVOR	caixa dirigir lopus preferir vendre feixisme grup perdre dinersabans català saber
AGAINST	convidar copsar passar restar desallotjar lautopista heure possen xulo antifisturbi cert policia politica embrutar soler culpar company acte dalguns
AGAINST	indult condemnat sentenciar esta escriure
FAVOR	acabar veure avui pero violació dret fonamental recordar despres acusat mala manera fiscalia advocat lestat judici politic suprem pres tornar dormir reixa soto real #thisistherealspain
FAVOR	insolit leurocambra vetar puigdemont torra pero permetre parlar golpe estado català aixo inaceptable
FAVOR	sortir carrer demostrar rendir #nosurrendercat
AGAINST	pregar sabí criticar quimtorra puigdemont artadi aquest opinadora organica evidentment veure criticar català aixi
NONE	diversas denuncias unidades investigacion cervera lleida granollers sant llobregat barcelona #coches #catalunya #estafa
NONE	final primer columna insuperable
AGAINST	jo agradar poder compartir participar debatre març #segregacioescolar reservar cadira ara #perqueapostem
FAVOR	confondre democracia llei obrir portar totalitarisme hannah arendt
NONE	cordinador defensar dirigent pdecat processar francesc homs valorar sessio davui relatar fiscalia relatar inventar descansar prejudici #judicitvcatradio
FAVOR	pais normal justicia independent mentider seriar encausar delicte dodi lespanya lamelas llarenas feixisme lodi catalunya meritar carrera judicial aquest pocavergonya president malgrat mentir curriculums
FAVOR	sentenciar esta escriure pero futur avui president legitimar generalitat catalunya puigdemont parlament europeu #judiciproces #judicitvcatradio #juicioproces #joacuso #video #mar #catalonia
AGAINST	cosa unica odiar gent barna general tato ciutat claro poblar esta lluny venir pensar tardar menys fer trajecte inveit gent fora barna tenir targeta pixapí merda
AGAINST	aquest senyor vulnerar dret civil tractarme colona terra
AGAINST	defiende monarquia parlament cataluña verde
AGAINST	viure esperançar lenfortiment moviment feminista donar retrocedir milimetre assolir exigir govern donar respondre greu problema patir igualtat motor llibertar democracia #parlament #laespañaquequieresesfeministra
FAVOR	campanya suportar cuixart soci dòmnium delicte #judicitvcatradio
NONE	vanguardia notael periodico cosa nefast historiar pais esperar mediapro comprar aviar tenir diari serios minimament democratic respectuos poblar temps donar confiança
AGAINST	veritat dubtar daltra banda traidors tambe
FAVOR	preguntar processar independentista vegada rebre copsar porra
AGAINST	pero nòmer tenir penar malotes
AGAINST	#totsasantjaume #omplimsantjaumes #republicaésllibertat #tothomasantjaume #tardorcalenta #femxarxa
AGAINST	compartir part discurs politic xavier domenech pero lamentar marxar politica agradar menys pero temps estar gent predicar lodi votar assistir manifestació pels pres necessaries
AGAINST	sortir part poblar creure registrar judicial agressio creure
NONE	#vaga #demarç a #mataro #mcadadia #ensplantem deixar constancia reivindicació donar
NONE	dimecres vespre jo convidar presentacio cerveza parar dumies fabricar moritz barcelona venir apren cosa cervesa assaborir moritz fresc entrar gratuita completar aforament
NONE	comunitat xinès denunciar discriminacio bloquejar compte bancari
NONE	diego perez cobos relacio majorar trapero sempre dificil setembre presentar reunio convocar #judicitvcatradio
FAVOR	avui col·laboracionista tornar lluir tuit suportar excompany dicv declarar suprem canvi aconseguir dictador fotre grup parlamentari #noespot diputada sobiranista
AGAINST	agradar arengar massa sensa aixi astan content hehe
AGAINST	graciar lheu recomenar donar témer parlar tant passar voler mare dirho tambe entendre tenir facil viure ciutat granar témer dona molt nhem parlar
FAVOR	espanya posicionar criminal nivell internacional christophe marchand advocar lequip puigdemont #faqsbacallatv
AGAINST	agradar canviar punt veure aixi retratar fotografiar mentir parlar pintar llumsempre captar moment tajuda captarlos lluitar trobar allo buscar periodisme tambe aixo
NONE	tribunal superior justicia catalunya sortir defensar jutjar fiscal
AGAINST	noia any agredir sexualment noi abandonar ahir tristament tot venjança quedar curt
FAVOR	dimecres passar tenir sort passar minut abraçarlo molt desbordar positivar semblar unic referent futur voler lliurar #llibertatpresospolitics
NONE	oldre solanas director lagencia comunicacio focus media campanya politica lhaviem cobrar tarifar pero cobrar #judicitvcatradio
AGAINST	molt personar creure coneixement esta renyir romanticisme opinar reva
FAVOR	signar recordali governar espanyol deixar vendre armar regir saudita lestat vendre armar milió deuros júnyer acabar #iemen
NONE	directe sorollar ️el documental brossar insurreccio poetica sergi guixar carles rabassa llibre l@uricostak ell mashups
AGAINST	#marcaespaña exportar modelar debatre arreu borrell girar feina #spainisnotademocratstate
FAVOR	planar perfecte #diada anar lhomenatge salvador #allende #badalona despres #barcelona #femlarepublicacatalana passar dinar passejar bornar #organitzemrepublica
AGAINST	sorprendre colar dirigent podemos eivissa dir privar fer servir castella aixi arribar gent respectar promocio llengua bilinguisme espanyol #aixino
NONE	dema sacaba enquestar seguir votar siusplau️
FAVOR	#otv gravar copsar porra memoria sempre marxar impossible tornar enrere
AGAINST	advocat europeu indignar pels atac amenaçar gonzalo boye advocat belga paul bekaert michele hirsch christophe marchand
FAVOR	turull suprem ganga constitucionalista
FAVOR	puto conseller turull alla sere voler president puigdemont elecció europeu #lasclequesdenturull
AGAINST	censar universal turull decidir
FAVOR	millo patrocinar #fairy #judicidelavergonya #judicirac #judicitvcatradio
FAVOR	dia marxar pres catalunya judici tornar
